timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,failureMessage,bytes,Latency,IdleTime,Connect
1608071618185,3,Add Product 2 to Cart,500,,text,false,,6390,3,0,1
1608071618166,27,Home,200,,text,true,,3098,27,0,0
1608071618174,23,Home,200,,text,true,,3098,23,0,0
1608071618168,37,Logout,200,,text,true,,4829,12,0,1
1608071618188,19,List Products,500,,text,false,,6474,19,0,0
1608071618208,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618208,3,Add Product to Cart,500,,text,false,,6390,2,0,1
1608071618211,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=${page_id},text,false,,1225,0,0,0
1608071618173,41,Logout,200,,text,true,,4829,17,0,0
1608071618211,3,Add Product 2 to Cart,500,,text,false,,6390,3,0,1
1608071618185,29,Home,200,,text,true,,3098,29,0,0
1608071618197,25,Login,200,,text,true,,4642,9,0,0
1608071618189,35,Logout,200,,text,true,,4829,7,0,0
1608071618181,45,Login,200,,text,true,,4642,17,0,0
1608071618179,57,Login,200,,text,true,,4642,20,0,0
1608071618236,0,List Products,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=1,text,false,,1226,0,0,0
1608071618236,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618214,26,Home,200,,text,true,,3098,26,0,0
1608071618237,3,Add Product to Cart,500,,text,false,,6390,3,0,0
1608071618240,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=${page_id},text,false,,1235,0,0,0
1608071618223,18,List Products,500,,text,false,,6474,18,0,0
1608071618241,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618241,4,Add Product to Cart,500,,text,false,,6390,4,0,0
1608071618193,52,Login,200,,text,true,,4642,15,0,0
1608071618246,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=${page_id},text,false,,1225,0,0,0
1608071618240,7,Add Product 2 to Cart,500,,text,false,,6390,7,0,1
1608071618183,65,Logout,200,,text,true,,4829,29,0,1
1608071618206,43,Home,200,,text,true,,3098,43,0,0
1608071618224,26,Home,200,,text,true,,3098,26,0,0
1608071618214,36,Logout,200,,text,true,,4829,6,0,1
1608071618246,7,Add Product 2 to Cart,500,,text,false,,6390,7,0,0
1608071618227,29,List Products,500,,text,false,,6474,29,0,0
1608071618257,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618257,7,Add Product to Cart,500,,text,false,,6390,6,0,0
1608071618264,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=4&page=${page_id},text,false,,1225,0,0,0
1608071618246,20,List Products,500,,text,false,,6474,20,0,0
1608071618266,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618215,53,Login,200,,text,true,,4642,12,0,0
1608071618250,24,Home,200,,text,true,,3098,24,0,0
1608071618240,34,Login,200,,text,true,,4642,14,0,0
1608071618274,0,List Products,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=1,text,false,,1226,0,0,0
1608071618274,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618266,9,Add Product to Cart,500,,text,false,,6390,9,0,1
1608071618275,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071618275,4,Add Product 2 to Cart,500,,text,false,,6390,4,0,1
1608071618274,6,Add Product to Cart,500,,text,false,,6390,6,0,0
1608071618280,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=${page_id},text,false,,1235,0,0,0
1608071618248,34,Home,200,,text,true,,3098,34,0,0
1608071618281,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,0
1608071618264,20,Add Product 2 to Cart,500,,text,false,,6390,20,0,1
1608071618247,47,Logout,200,,text,true,,4829,19,0,0
1608071618249,48,Login,200,,text,true,,4642,25,0,0
1608071618298,0,List Products,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=1,text,false,,1226,0,0,0
1608071618298,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618298,3,Add Product to Cart,500,,text,false,,6390,3,0,0
1608071618301,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=${page_id},text,false,,1235,0,0,0
1608071618268,33,List Products,500,,text,false,,6474,33,0,0
1608071618302,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618301,3,Add Product 2 to Cart,500,,text,false,,6390,3,0,1
1608071618302,4,Add Product to Cart,500,,text,false,,6390,4,0,1
1608071618306,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071618254,54,Logout,200,,text,true,,4829,12,0,0
1608071618307,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,0
1608071618274,38,Login,200,,text,true,,4642,18,0,0
1608071618283,31,Login,200,,text,true,,4642,11,0,0
1608071618250,65,Login,200,,text,true,,4642,25,0,0
1608071618285,32,Logout,200,,text,true,,4495,7,0,0
1608071618294,46,Home,200,,text,true,,3098,46,0,0
1608071618279,61,Logout,200,,text,true,,4829,9,0,1
1608071618283,60,Logout,200,,text,true,,4829,8,0,1
1608071618314,32,List Products,500,,text,false,,6474,32,0,0
1608071618347,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618318,30,Home,200,,text,true,,3098,30,0,0
1608071618313,36,List Products,500,,text,false,,6474,36,0,0
1608071618349,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618347,2,Add Product to Cart,500,,text,false,,6390,2,0,0
1608071618349,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071618316,35,List Products,500,,text,false,,6474,35,0,0
1608071618351,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618349,4,Add Product to Cart,500,,text,false,,6390,4,0,1
1608071618350,3,Add Product 2 to Cart,500,,text,false,,6390,3,0,0
1608071618354,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=${page_id},text,false,,1225,0,0,0
1608071618352,3,Add Product to Cart,500,,text,false,,6390,3,0,0
1608071618355,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071618354,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,0
1608071618356,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,0
1608071618309,51,Logout,200,,text,true,,4829,31,0,0
1608071618309,378,Home,200,,text,true,,3098,378,0,0
1608071618305,382,Logout,200,,text,true,,4829,8,0,0
1608071618341,348,Home,200,,text,true,,3098,348,0,0
1608071618354,339,Logout,200,,text,true,,4829,6,0,0
1608071618360,334,Home,200,,text,true,,3098,334,0,0
1608071618349,347,Login,200,,text,true,,4642,12,0,0
1608071618356,345,Logout,200,,text,true,,4829,12,0,1
1608071618358,356,Logout,200,,text,true,,4829,11,0,1
1608071618694,22,Home,200,,text,true,,3098,22,0,0
1608071618340,378,Login,200,,text,true,,4642,347,0,0
1608071618718,0,List Products,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=1,text,false,,1226,0,0,0
1608071618718,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618718,3,Add Product to Cart,500,,text,false,,6390,3,0,0
1608071618696,25,List Products,500,,text,false,,6474,25,0,0
1608071618722,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618722,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=${page_id},text,false,,1235,0,0,0
1608071618702,21,Home,200,,text,true,,3098,21,0,0
1608071618722,4,Add Product to Cart,500,,text,false,,6390,4,0,0
1608071618722,4,Add Product 2 to Cart,500,,text,false,,6390,4,0,0
1608071618726,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=4&page=${page_id},text,false,,1225,0,0,0
1608071618727,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,0
1608071618694,368,Login,200,,text,true,,4642,23,0,0
1608071618690,375,Login,200,,text,true,,4642,27,0,0
1608071618714,355,Home,200,,text,true,,3098,355,0,0
1608071618687,386,Login,200,,text,true,,4642,17,0,0
1608071618730,350,Logout,200,,text,true,,4829,329,0,0
1608071618723,357,Login,200,,text,true,,4642,334,0,0
1608071618726,355,Logout,200,,text,true,,4829,332,0,1
1608071619062,19,List Products,500,,text,false,,6474,19,0,0
1608071619082,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619065,17,List Products,500,,text,false,,6474,17,0,0
1608071619082,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071618716,368,Login,200,,text,true,,4642,348,0,0
1608071619082,3,Add Product to Cart,500,,text,false,,6390,3,0,0
1608071619082,3,Add Product to Cart,500,,text,false,,6390,3,0,1
1608071619085,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619074,13,List Products,500,,text,false,,6474,13,0,0
1608071619087,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619085,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619087,8,Add Product to Cart,500,,text,false,,6390,7,0,0
1608071619081,14,List Products,500,,text,false,,6474,14,0,0
1608071619095,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=${page_id},text,false,,1225,0,0,0
1608071619088,7,Add Product 2 to Cart,500,,text,false,,6390,7,0,1
1608071619095,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619086,10,Add Product 2 to Cart,500,,text,false,,6390,10,0,0
1608071619095,3,Add Product to Cart,500,,text,false,,6390,3,0,1
1608071619098,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=${page_id},text,false,,1225,0,0,0
1608071619095,6,Add Product 2 to Cart,500,,text,false,,6390,6,0,1
1608071619084,18,List Products,500,,text,false,,6474,18,0,0
1608071619102,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619099,4,Add Product 2 to Cart,500,,text,false,,6390,4,0,0
1608071619081,22,Home,200,,text,true,,3098,22,0,0
1608071619070,36,Login,200,,text,true,,4642,13,0,0
1608071619102,10,Add Product to Cart,500,,text,false,,6390,10,0,1
1608071619113,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619113,4,Add Product 2 to Cart,500,,text,false,,6390,3,0,1
1608071619096,26,Logout,200,,text,true,,4829,10,0,1
1608071619101,27,Logout,200,,text,true,,4829,5,0,0
1608071619095,41,Logout,200,,text,true,,4829,10,0,1
1608071619103,43,Logout,200,,text,true,,4829,12,0,0
1608071619129,17,Home,200,,text,true,,3098,17,0,0
1608071619106,48,List Products,500,,text,false,,6474,48,0,0
1608071619154,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619137,21,Home,200,,text,true,,3098,21,0,0
1608071619103,58,Login,200,,text,true,,4642,11,0,0
1608071619154,7,Add Product to Cart,500,,text,false,,6390,7,0,1
1608071619161,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619161,4,Add Product 2 to Cart,500,,text,false,,6390,4,0,1
1608071619146,19,Home,200,,text,true,,3098,19,0,0
1608071619123,46,Home,200,,text,true,,3098,46,0,0
1608071619117,54,Logout,200,,text,true,,4829,7,0,0
1608071619161,17,List Products,500,,text,false,,6474,16,0,0
1608071619178,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619178,5,Add Product to Cart,500,,text,false,,6390,5,0,1
1608071619146,38,Login,200,,text,true,,4642,14,0,0
1608071619158,26,Login,200,,text,true,,4642,10,0,0
1608071619184,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=4&page=${page_id},text,false,,1225,0,0,0
1608071619184,5,Add Product 2 to Cart,500,,text,false,,6390,5,0,0
1608071619172,18,Home,200,,text,true,,3098,18,0,0
1608071619184,13,List Products,500,,text,false,,6474,13,0,0
1608071619198,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619184,15,List Products,500,,text,false,,6474,15,0,0
1608071619200,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619198,4,Add Product to Cart,500,,text,false,,6390,4,0,1
1608071619200,2,Add Product to Cart,500,,text,false,,6390,2,0,0
1608071619202,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=${page_id},text,false,,1225,0,0,0
1608071619202,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619166,38,Login,200,,text,true,,4642,13,0,0
1608071619169,35,Login,200,,text,true,,4642,15,0,0
1608071619202,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,1
1608071619202,4,Add Product 2 to Cart,500,,text,false,,6390,4,0,1
1608071619166,42,Logout,200,,text,true,,4829,13,0,0
1608071619189,26,Logout,200,,text,true,,4829,10,0,1
1608071619204,17,List Products,500,,text,false,,6474,17,0,0
1608071619208,13,Home,200,,text,true,,3098,13,0,0
1608071619221,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619204,16,List Products,500,,text,false,,6474,16,0,0
1608071619222,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619221,25,Add Product to Cart,500,,text,false,,6390,24,0,1
1608071619190,56,Login,200,,text,true,,4642,25,0,0
1608071619246,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619205,41,Logout,200,,text,true,,4829,7,0,0
1608071619246,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,1
1608071619244,4,Add Product to Cart,500,,text,false,,6390,4,0,1
1608071619206,42,Logout,200,,text,true,,4829,9,0,0
1608071619249,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=3&page=${page_id},text,false,,1225,0,0,0
1608071619249,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,0
1608071619246,11,List Products,500,,text,false,,6474,11,0,0
1608071619257,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619221,38,Login,200,,text,true,,4642,23,0,0
1608071619257,2,Add Product to Cart,500,,text,false,,6390,2,0,1
1608071619259,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619260,1,Add Product 2 to Cart,500,,text,false,,6390,1,0,0
1608071619249,19,Logout,200,,text,true,,4829,5,0,0
1608071619259,11,List Products,500,,text,false,,6474,11,0,0
1608071619271,0,Look at Product,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 66: http://localhost:30080/tools.descartes.teastore.webui/product?id=${product_id},text,false,,1214,0,0,0
1608071619271,2,Add Product to Cart,500,,text,false,,6390,2,0,0
1608071619274,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=5&page=${page_id},text,false,,1225,0,0,0
1608071619251,24,Logout,200,,text,true,,4495,8,0,1
1608071619274,2,Add Product 2 to Cart,500,,text,false,,6390,2,0,0
1608071619262,19,Logout,200,,text,true,,4829,6,0,0
1608071619276,17,Logout,200,,text,true,,4829,5,0,1
